"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1995,1996,1997,1998,1999,1999Q1,1999Q2,1999Q3,1999Q4,2000,2000Q1,2000Q2,2000Q3,2000Q4,2001,2001Q1,2001Q2,2001Q3,2001Q4,2002,2002Q1,2002Q2,2002Q3,2002Q4,2003,2003Q1,2003Q2,2003Q3,2003Q4,2004,2004Q1,2004Q2,2004Q3,2004Q4,2005,2005Q1,2005Q2,2005Q3,2005Q4,2006,2006Q1,2006Q2,2006Q3,2006Q4,2007,2007Q1,2007Q2,2007Q3,2007Q4,2008,2008Q1,2008Q2,2008Q3,2008Q4,2009,2009Q1,2009Q2,2009Q3,2009Q4,2010,2010Q1,2010Q2,2010Q3,2010Q4,2011,2011Q1,2011Q2,2011Q3,2011Q4,2012,2012Q1,2012Q2,2012Q3,2012Q4,2013,2013Q1,2013Q2,2013Q3,2013Q4,2014,2014Q1,2014Q2,2014Q3,2014Q4,2015,2015Q1,2015Q2,2015Q3,2015Q4,2016,2016Q1,2016Q2,2016Q3,2016Q4,2017,2017Q1,2017Q2,2017Q3,2017Q4,2018,2018Q1,2018Q2,2018Q3,2018Q4,2019,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value","73.5391870155243","74.6500898070278","75.4447791036662","75.5105278142207","74.3117118853586",,,,,"74.9414984328928",,,,,"73.9379532154673",,,,,"67.017530494531",,,,,"61.8326625967195",,,,,"61.8991682546404",,,,,"61.9591738062562",,,,,"60.76071520741",,,,,"61.9241843944134",,,,,"60.3927093384221",,,,,"59.0823482390523",,,,,"59.4647536961038",,,,,"58.8002687619266",,,,,"60.5097879935632",,,,,"60.8328336174957",,,,,"66.7790869311219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value",,,,,,"75.0307939895284","76.6229369068848","75.3459988780598","74.3117118853586",,"73.5267680836224","73.9113111229907","75.4176070976747","74.9414984328928",,"75.1975764897432","75.6127071077635","74.7992175582508","73.9379532154673",,"74.5049612579574","70.7877170910597","68.1761020755935","67.017530494531",,"65.3797222862638","65.0995177383669","64.0488631198172","61.8326625967195",,"60.937381578993","61.3233442019322","61.0187385304462","61.8991682546404",,"60.4441908181884","59.8499994677421","61.1899746909804","61.9591738062562",,"61.6434553468394","61.1601928031216","61.7072423189831","60.76071520741",,"60.9758185400204","61.6886695542922","61.1262929615319","61.9241843944134",,"61.6829612282781","60.8967474813886","61.920842418182","60.3927093384221",,"61.493860362773","59.6671106461406","58.3298626675018","59.0823482390523",,"59.3267302341154","60.0561694628441","59.4944348257807","59.4647536961038",,"59.0306823931797","58.3630258349956","58.9935824591175","58.8002687619266",,"58.829118208656","60.0398124511265","60.4359677165723","60.5097879935632",,"61.4132045954663","61.4841473740161","61.4030659639707","60.8328336174957",,"64.3760100958035","64.7449336549628","66.059401580043","66.7790869311219",,"67.7481322488242",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value","2.28791714607338","2.30198231754201","2.23022875386526","2.27865414652115","1.37555994796727",,,,,"1.50144418025866",,,,,"1.14180670999074",,,,,"1.40306853690007",,,,,"1.77664990072661",,,,,"1.24367101389901",,,,,"1.29869784562456",,,,,"1.40897751792229",,,,,"1.25136080842118",,,,,"1.62325867619074",,,,,"2.89785746099698",,,,,"4.27628054710058",,,,,"6.06117963718322",,,,,"3.47592919610401",,,,,"3.14453396177326",,,,,"2.859983681774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value",,,,,,"1.37481701421918","1.26181229649825","1.24057361148841","1.37555994796727",,"1.14920476300012","1.35995592907739","1.48629668653042","1.50144418025866",,"1.36717112899672","1.44710751885472","1.28119503467288","1.14180670999074",,"1.20918762872093","1.44838205109074","1.42303066742821","1.40306853690007",,"1.47315298929997","1.65539883042052","1.81622551199516","1.77664990072661",,"1.80266603794388","1.7713004754124","1.75063248833497","1.24367101389901",,"1.26230611998825","1.30629539462272","1.24444777355704","1.29869784562456",,"1.36430273723412","1.38695001441369","1.36566717896173","1.40897751792229",,"1.81734316757599","1.6952335965472","1.73406890256169","1.25136080842118",,"1.57721353357934","1.52904430435756","1.44605908003564","1.62325867619074",,"1.82557179237117","1.95439649552998","2.9049847169448","2.89785746099698",,"3.63066404299501","3.75888053411593","3.80119733417794","4.27628054710058",,"4.89574641972904","4.72301571547648","5.0425212227718","6.06117963718322",,"6.12386989906034","6.16544644722946","6.5663880492902","3.47592919610401",,"3.40381682650617","3.43876819908247","3.46675632236972","3.14453396177326",,"2.68470426933228","2.78451139539241","2.85978846044514","2.859983681774",,"2.9463166785867",,,,,,,,,,,,,,,,,,,,,,,,,,,
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","Value","21874306308","32882911900","32856070000","34142263729.1578","39827370892.0595",,,,,"41798123257.3823",,,,,"42400840773.992",,,,,"52466422748.4945",,,,,"63607424477.9048",,,,,"92734476973.5264",,,,,"106557987983.034",,,,,"150157465889.406",,,,,"198892757727.719",,,,,"177545122729.429",,,,,"194904689095.27",,,,,"203179711180.791",,,,,"216567243624.444",,,,,"245960022762.903",,,,,"248102815079.386",,,,,"251783763758.344",,,,,"349657424173.857",,,,,"365857934231.266",,,,,"454789614933.454",,,,,"474875709873.564",,,,,"513518247140.515",,,,,,,,
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","Value",,,,,,"34014701888.7905","35573742348.0157","37029313618.06","39827370892.0595",,"40922903474.5498","39789397331.7486","39999038369.2328","41798123257.3823",,"41849483152.3342","40013089366.8233","41589532516.111","42400840773.992",,"42133315815.3419","47975667818.6702","50482364651.0811","52466422748.4945",,"48710928073.4686","51670942576.0865","51747315502.1385","63607424477.9048",,"68817318616.2178","69042383507.0877","79266373998.5902","92734476973.5264",,"100704240891.026","99986163199.149","103773127782.061","106557987983.034",,"120057174482.763","131381166296.644","137030060093.595","150157465889.406",,"161640315145.889","176421951378.568","188604188795.471","198892757727.719",,"210759198158.675","215968562793.423","206287680645.465","177545122729.429",,"161420036552.47","183879769196.355","192268198506.482","194904689095.27",,"200502806514.209","199645871020.107","207301205252.196","203179711180.791",,"217685107303.599","223497480943.278","218500109399.137","216567243624.444",,"229464557200.247","224456228428.909","247858278747.721","245960022762.903",,"235500613419.074","231770071175.219","242905201292.62","248102815079.386",,"262615496368.746","265831443163.595","259169924328.139","251783763758.344",,"258396880169","335712978232.386","333756030330.986","349657424173.857",,"361235546036.036","367399778754.396","368076190346.04","365857934231.266",,"377892660304.369","409483772628.346","433950027215.153","454789614933.454",,"486875390096.256","470517450026.858","481437942194.635","474875709873.564",,"495953834941.987","497655256160.815","492462632394.228","513518247140.515","486129169176.701","501202010396.096","516714562871.477",
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","Value","3463651709","3704910000","4434727200","4236631079.96558","3171864564.29576",,,,,"4086584363.88954",,,,,"3849549072.96322",,,,,"7314160366.49727",,,,,"5015670541.64875",,,,,"4418590733.14798",,,,,"4143063163.97889",,,,,"5717076481.65995",,,,,"6395144268.131",,,,,"5799366268.54934",,,,,"5300188602.92664",,,,,"6628492658.51628",,,,,"4357200426.52101",,,,,"12942498644.5572",,,,,"16706466450.7737",,,,,"16315653409.2401",,,,,"19822937856.1057",,,,,"13694351405.1672",,,,,"17603769397.6559",,,,,"14782384191.1969",,,,,"16564395542.9798",,,,,,,,
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","Value",,,,,,"3571276289.78701","3092356768.34092","3193278202.2","3171864564.29576",,"3589773562.64325","2924848474.69738","3279126420.92902","4086584363.88954",,"4131281451.35356","3967162203.76294","4149776663.19348","3849549072.96322",,"4902867640.81407","5212490758.79903","5575524383.57425","7314160366.49727",,"4437214790.83462","4080302795.44819","4668952268.16439","5015670541.64875",,"5463801663.26923","5711054658.47603","4178090836.40035","4418590733.14798",,"4578496659.75079","3632657428.71323","3987708630.86818","4143063163.97889",,"4710150827.5144","4488598799.09131","4964351657.51037","5717076481.65995",,"6040102646.7146","5714392614.90234","6252831414.22541","6395144268.131",,"6601333832.51468","7067772678.70988","6461756596.84265","5799366268.54934",,"5647592439.39996","5272977762.80469","5309434670.61026","5300188602.92664",,"5542314449.97912","5282717516.7015","5211878547.32096","6628492658.51628",,"6310237031.36443","6449324345.75041","17024983254.5475","4357200426.52101",,"13952917385.6827","13689768608.4613","17803179886.7863","12942498644.5572",,"15830332461.388","15647254907.14","16286647542.7386","16706466450.7737",,"16529965261.907","17012851126.2633","15900320149.7952","16315653409.2401",,"17774988901.519","21386345573.8411","18317085275.2751","19822937856.1057",,"14817730513.9483","14334464127.1339","14790288466.131","13694351405.1672",,"14452091253.1976","15600038894.4344","16045164996.2307","17603769397.6559",,"17455787656.5804","16720203943.4993","16683452688.5298","14782384191.1969",,"14755302867.1283","15018585998.7265","15686455750.6526","16564395542.9798","15589512507.5622","17219234529.7376","19300222311.1739",
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","Value","610336682886","760041443000","828887083000","888723959111.752","979782716126.656",,,,,"1079916476607.91",,,,,"1122676343403.84",,,,,"1194245926719.02",,,,,"1454944398446.72",,,,,"1739173123163.51",,,,,"1891335999377.72",,,,,"2160670904379.55",,,,,"2633502781910.38",,,,,"2684267571281.56",,,,,"2848309202381.2",,,,,"3208610924876.06",,,,,"3538078357940.12",,,,,"3741924933096.57",,,,,"3813459570407.92",,,,,"4431383257346.97",,,,,"4873915866604.1",,,,,"5502071959996.35",,,,,"6280592674197.17",,,,,"6623400522502.96",,,,,"6725907178998.15",,,,,,,,
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","Value",,,,,,"882325110960.097","918685131799.318","936038997040.41","979782716126.656",,"1000859104633.18","1038479136195.93","1059574233348.64","1079916476607.91",,"1090119106175.08","1098434043957.29","1129526018538.24","1122676343403.84",,"1129385916249.97","1157784011506.06","1175403270200.97","1194245926719.02",,"1224957678198.61","1299888774679.37","1373239252478.92","1454944398446.72",,"1629446162014.51","1636271839093.3","1656885885912.03","1739173123163.51",,"1753906445588.98","1794800812598.95","1824345054376.49","1891335999377.72",,"1942946400964.2","1997695621259.88","2078395824538.12","2160670904379.55",,"2288985905408.03","2412583359082.71","2491264130797.41","2633502781910.38",,"2760057833046.09","2773754392042.52","2797906333215.43","2684267571281.56",,"2660234448731.82","2696711840106.34","2743922916443.02","2848309202381.2",,"2898630131811.48","3010176026565.71","3164342110386.15","3208610924876.06",,"3279607710342.59","3349122340789.96","3468529541972.48","3538078357940.12",,"3529112310480.07","3606543836032.65","3693517270521.31","3741924933096.57",,"3772298894219.33","3767040443693.85","3815599267923.42","3813459570407.92",,"4383938727445.45","4439374074354.19","4467603801366.88","4431383257346.97",,"4452126546406.33","4785799082608.49","4748092874072.55","4873915866604.1",,"5082662062705.73","5254344324729.68","5403945217287.17","5502071959996.35",,"5713579841615.92","5909486786833.57","6125852359169.58","6280592674197.17",,"6531318533034.32","6561098596973.23","6631624725560.11","6623400522502.96",,"6729108979732.69","6754558718957.63","6729984426074.93","6725907178998.15","6770512771256.72","6899390853601.98","6937867878646.6",
"World","001","Shares of Allocated Reserves, Shares of Japanese yen, Percent","RAXGFXARJPYRT_PT","Value","6.76878310372242","6.71234714147733","5.77146417711841","6.23871054385705","6.3737320025953",,,,,"6.06477262424485",,,,,"5.04441100769332",,,,,"4.94114788426903",,,,,"4.42368419288293",,,,,"4.2840832641277",,,,,"3.96012999608945",,,,,"3.46086840145082",,,,,"3.17800814198793",,,,,"3.46745751107532",,,,,"2.90191658761251",,,,,"3.6627090552463",,,,,"3.61319336190984",,,,,"4.08867139052323",,,,,"3.8236560279506",,,,,"3.54484079733001",,,,,"3.75408843532876",,,,,"3.95476556003496",,,,,"4.89703587242485",,,,,"5.19176039331888",,,,,"5.88650687229811",,,,,,,,
"World","001","Shares of Allocated Reserves, Shares of Japanese yen, Percent","RAXGFXARJPYRT_PT","Value",,,,,,"6.03296977540481","5.62710276209759","6.24703597734313","6.3737320025953",,"6.33728931899953","5.99669544615169","6.42629003952547","6.06477262424485",,"5.51261049265488","5.35536681902934","5.40122752971555","5.04441100769332",,"4.38383309783072","5.33734630809716","5.13459162791226","4.94114788426903",,"4.5082556462934","4.12911999185144","4.34202600819756","4.42368419288293",,"4.46382770067909","4.32897972771233","4.05841307867064","4.2840832641277",,"4.25319778855206","4.13033703420316","4.12005403070189","3.96012999608945",,"3.63882198448988","3.46567481262041","3.33951828437908","3.46086840145082",,"3.13807530962115","3.05998405433707","2.94803714777957","3.17800814198793",,"3.36540775548359","3.56403759314782","3.53066709638109","3.46745751107532",,"2.78736799812205","3.01629629457871","3.1582165938724","2.90191658761251",,"2.98742622987955","3.19358165578162","3.49670139569047","3.6627090552463",,"3.62492300626807","3.72780203817748","3.69493166800915","3.61319336190984",,"3.85520894035131","3.95424480242251","4.27062313233145","4.08867139052323",,"3.88345760687685","3.84445165778969","3.80053893182905","3.8236560279506",,"3.58132160188634","3.66176434842087","3.56989495445592","3.54484079733001",,"3.82648078277032","3.56394430715761","3.48657373392417","3.75408843532876",,"3.65957998577267","4.08195709070641","4.19000971418478","3.95476556003496",,"4.52690252191606","4.62149214398104","4.51679963145567","4.89703587242485",,"4.58129372032355","4.85872212183392","4.96742183333176","5.19176039331888",,"5.36118068773975","5.54787614554239","5.60459932461588","5.88650687229811","5.95977162231881","5.81027212841087","5.91787345731315",
"Advanced Economies","110","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","Value","16014066000","25989439000","24683696000","26120274000","30518030095.704",,,,,"31081132926.2323",,,,,"30127175115.7278",,,,,"36209914076.9922",,,,,"36509786865.7376",,,,,"48483657051.2875",,,,,"49890124228.7233",,,,,"64792670270.1868",,,,,"76114783099.9422",,,,,"59133192746.4706",,,,,"67810482251.3832",,,,,"68188848487.9904",,,,,"76750603305.9453",,,,,"99602971258.7568",,,,,"102526733724.704",,,,,"100854319153.287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","Value",,,,,,"26218230290.7905","27620338891.0157","29165473000","30518030095.704",,"29834838928.6298","29023984926.0221","29887540731.2128","31081132926.2323",,"30898397861.4542","28934778755.0233","30131505601.3657","30127175115.7278",,"29863034433.8551","32936599192.4573","34893111162.1185","36209914076.9922",,"31438101470.5831","32852366118.1721","32175014149.0076","36509786865.7376",,"37905548843.7238","38517785460.0248","43674266366.2701","48483657051.2875",,"50270598687.4161","48624273636.0757","49195391786.3366","49890124228.7233",,"53032147822.8316","57253071016.6299","59172276117.4138","64792670270.1868",,"65864266700.1577","71067106313.6083","77444235158.7572","76114783099.9422",,"78913037071.3073","78244173911.6711","71922772473.5474","59133192746.4706",,"57088831972.3716","65004910486.013","65654134571.7864","67810482251.3832",,"67606099916.2628","63507866587.5095","67746038814.0666","68188848487.9904",,"70416129806.9902","72470701995.5588","74455273897.9982","76750603305.9453",,"85128221744.413","79351652988.5373","98698560856.9521","99602971258.7568",,"95617748586.4407","94401061079.7831","101347558828.656","102526733724.704",,"99781519364.7613","103972408459.261","101292475136.441","100854319153.287",,"109447949228.25",,,,,,,,,,,,,,,,,,,,,,,,,,,
"World","001","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","Value",,,,,"17.8987905769332",,,,,"18.2903857713251",,,,,"19.1830022052024",,,,,"23.6501120285967",,,,,"25.032866911625",,,,,"24.6795039876443",,,,,"23.8896458290195",,,,,"24.9946250310575",,,,,"26.1333505073405",,,,,"26.2142971683303",,,,,"27.700997236985",,,,,"25.7589110606815",,,,,"24.4465645594974",,,,,"24.0699187910094",,,,,"24.211871508467",,,,,"21.2139101891563",,,,,"19.1467098008204",,,,,"19.1366562964204",,,,,"20.1681179391368",,,,,"20.6724916880042",,,,,"20.5797875031476",,,,,,,,
"World","001","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","Value",,,,,,"18.1221470370837","17.5747412726491","18.3276090601898","17.8987905769332",,"17.5049809217035","17.5148399196501","16.9736401606005","18.2903857713251",,"17.7075260401291","17.6308769559788","18.9026204535229","19.1830022052024",,"19.6719639564407","21.3947850690859","22.4275702423907","23.6501120285967",,"24.5167784132341","24.9710323389961","24.4491352216963","25.032866911625",,"23.4356882001084","23.3086675966312","23.7673436891866","24.6795039876443",,"24.9005890986949","24.5486544162097","24.1243875794233","23.8896458290195",,"24.3708851456423","24.6348549466076","24.3052443684417","24.9946250310575",,"25.0659631393651","25.1669666143893","26.0101585596546","26.1333505073405",,"26.5463116562387","26.6150886065768","25.319728622464","26.2142971683303",,"25.8178814234306","27.569931813085","28.0263909941715","27.700997236985",,"27.0582729956799","26.0153731691648","26.3897042991795","25.7589110606815",,"26.1951503627009","26.4881816547363","25.3469275974958","24.4465645594974",,"24.6062789984722","24.7988227986201","24.0386912426966","24.0699187910094",,"23.4020872876248","23.6806072654004","23.9467121283055","24.211871508467",,"23.2653308836276","22.967455629378","21.5771870134958","21.2139101891563",,"20.0222718730628","19.8986580351048","19.7924967352994","19.1467098008204",,"19.55047532682","19.4066662619354","19.6754271626428","19.1366562964204",,"19.2836131287521","19.9571878789628","20.0664439265804","20.1681179391368",,"20.3602114366736","20.2538413150328","20.4760074751688","20.6724916880042",,"20.2661712772278","20.5461457156203","20.2486828408197","20.5797875031476","20.0550577787536","20.1659631780544","20.5268391559062",
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","Value","82.1138994671464","89.4840344758205","90.1096173082579","90.2829805833635","89.8907248969252",,,,,"90.7991420942493",,,,,"89.8804794780703",,,,,"88.681678861564",,,,,"88.1839008319731",,,,,"88.2294573901589",,,,,"87.7086652075146",,,,,"88.0960818305964",,,,,"88.8018780733909",,,,,"88.3366608891293",,,,,"87.5390645509633",,,,,"87.7352496864629",,,,,"88.7932572121386",,,,,"89.0028683514248",,,,,"89.1149505203806",,,,,"89.092917338952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","Value",,,,,,"90.3245599872728","90.0639961918539","90.0793554308927","89.8907248969252",,"89.7417628682143","90.1052247372982","90.3460918796045","90.7991420942493",,"90.5282733146212","90.3939698355103","90.4374152608849","89.8804794780703",,"89.4777315018016","88.7677848855991","88.8067207847125","88.681678861564",,"88.5211957193136","88.5745807023524","88.3588428095432","88.1839008319731",,"88.4133826387718","88.16123546208","88.1457789591876","88.2294573901589",,"87.8598006876479","87.6826822185717","87.6394811739082","87.7086652075146",,"87.6742480019065","87.7275396256887","87.9166918920697","88.0960818305964",,"88.2659559513976","88.4710238885742","88.8644280834803","88.8018780733909",,"88.6328583926136","88.3308952775045","88.5269909716554","88.3366608891293",,"87.8068534867447","87.8370342365174","87.8095170411593","87.5390645509633",,"87.5201094577421","87.7517944675626","87.8137608051304","87.7352496864629",,"87.3093039208332","87.4894152394179","88.341350972779","88.7932572121386",,"88.5465270466348","88.9564210217984","89.0766882497468","89.0028683514248",,"88.9564601620695","88.9384280228287","89.0732774399522","89.1149505203806",,"89.1844155722308","89.1574168992095","88.9207575238722","89.092917338952",,"89.3554531492499",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Australian dollars, Percent","RAXGFXARAUDRT_PT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.19859488683013",,,,,"1.59429908650036",,,,,"1.57908634181519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Australian dollars, Percent","RAXGFXARAUDRT_PT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.19859488683013",,"1.47953080640057","1.58598567289407","1.61356039910777","1.59429908650036",,"1.70049256657278","1.74226853529222","1.67322026621007","1.57908634181519",,"1.52786157871855",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Canadian dollars, Percent","RAXGFXARCADRT_PT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.853682667011398",,,,,"1.55195964607939",,,,,"1.62696452458885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Canadian dollars, Percent","RAXGFXARCADRT_PT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.853682667011398",,"1.03431293525742","1.56570112919467","1.62600169995513","1.55195964607939",,"1.57249453909972","1.6751996622138","1.7216320601188","1.62696452458885",,"1.54552135264197",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","Value",,,,,"18.1056990950606",,,,,"18.4126312054072",,,,,"19.010702446621",,,,,"23.3333437438903",,,,,"23.178025337095",,,,,"22.9727960937005",,,,,"21.3590777808427",,,,,"22.3634141039663",,,,,"24.3986945066795",,,,,"23.453027078268",,,,,"25.51910576761",,,,,"23.9740640542889",,,,,"22.3641521847642",,,,,"24.3754311052879",,,,,"24.7946559661876",,,,,"22.6461116582317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","Value",,,,,,"18.727730364901","18.3182841889983","18.8998567048565","18.1056990950606",,"17.2413871815118","17.2520556030031","16.9324122229163","18.4126312054072",,"17.4804171979409","17.4873846778493","18.8892800943671","19.010702446621",,"19.8526320705198","21.8448007242852","22.1510208255725","23.3333437438903",,"23.8266271897843","24.2660514872479","22.9802830291479","23.178025337095",,"20.982957649948","20.8266598671979","21.3954202260732","22.9727960937005",,"22.760299571702","21.6645411086964","21.5369056494376","21.3590777808427",,"21.7502301091631","22.034291025425","21.6382036375915","22.3634141039663",,"22.4949978529854","22.783053857242","23.6559854414306","24.3986945066795",,"25.3898505674803","24.9993308665579","23.1945504414272","23.453027078268",,"22.5187254425177","24.9122853074198","25.7057413744493","25.51910576761",,"25.4039218845302","24.7058024687334","24.78664881418","23.9740640542889",,"25.1334614158736","25.1128211112635","23.6602719592057","22.3641521847642",,"22.9599995597237","24.3827933161964","23.9523412105049","24.3754311052879",,"23.654205480714","24.0636429954096","24.5129754659987","24.7946559661876",,"24.5786116118576","24.3680303891982","22.8046136063292","22.6461116582317",,"21.597968472274",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Japanese yen, Percent","RAXGFXARJPYRT_PT","Value","7.04462956083646","7.11431379928022","6.25407940194294","7.11470471379135","7.25247573178017",,,,,"7.28270848580316",,,,,"6.07438829484668",,,,,"5.39234974176814",,,,,"5.15477947365607",,,,,"4.94583870551139",,,,,"4.72553852599816",,,,,"4.22828188981865",,,,,"3.93804145535441",,,,,"4.22685607591977",,,,,"3.87893227475003",,,,,"4.41465406726889",,,,,"4.34443091018835",,,,,"5.00131589821575",,,,,"4.54147408524347",,,,,"4.50772341995776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Japanese yen, Percent","RAXGFXARJPYRT_PT","Value",,,,,,"6.70796444594373","6.35869775453246","7.10213137967396","7.25247573178017",,"7.23102160950708","6.92355267582609","7.59537708055058","7.28270848580316",,"6.73469601023591","6.60441149171003","6.60890951357332","6.07438829484668",,"5.24181196340265","5.76733528996855","5.59652821645359","5.39234974176814",,"4.87412433493775","4.51460855390751","5.00884925793997","5.15477947365607",,"5.03844602784682","4.86736809234122","4.59462631050673","4.94583870551139",,"4.90878328160991","4.84057284516607","4.91660024092608","4.72553852599816",,"4.65096099229029","4.3657015079237","4.24998647989394","4.22828188981865",,"3.94093335358719","3.92715319271674","3.81601501271095","3.93804145535441",,"4.10322041979374","4.22199852409835","4.1978214913457","4.22685607591977",,"3.88696437740838","4.20859052572216","4.32114032487731","3.87893227475003",,"3.95737403034184","3.9171687734536","4.402679327207","4.41465406726889",,"4.31894273308095","4.25958641189375","4.22371040920398","4.34443091018835",,"4.63034557147296","4.78097901085287","5.14734804019538","5.00131589821575",,"4.76379722701516","4.63069570802097","4.58791481987356","4.54147408524347",,"4.57335278952238","4.83833995191737","4.62626573865284","4.50772341995776",,"4.72761438789684",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","Value","6106422730","7211527000","8013365000","8100112528.7132","5046973448",,,,,"6129131157.5947",,,,,"5069609983.95096",,,,,"7148799791.24446",,,,,"11671735786.1427",,,,,"10179953100.9212",,,,,"13108850198.8978",,,,,"18606745629.6392",,,,,"24272484650.7705",,,,,"32220109395.2024",,,,,"61543714906.1062",,,,,"103054406697.871",,,,,"156593498378.933",,,,,"96335266593.1558",,,,,"88055150493.0966",,,,,"95717262384.4173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","Value",,,,,,"4649554288.88","4447280228.35","4412298123.99","5046973448",,"4366947551.32","5113197207.34554","5794058101.93","6129131157.5947",,"5697148562.92559","6258226616.16027","5791252451.76","5069609983.95096",,"5392802876.03194","6892458330.36811","6923612942.41292","7148799791.24446",,"7958275369.07868","9563003142.6424","10881278044.4977","11671735786.1427",,"12450660357.3119","12457715581.4347","12804949190.0938","10179953100.9212",,"10867038773.687","11794815747.633","11732579623.3101","13108850198.8978",,"14805156601.8396","15841797666.8506","16559969261.5064","18606745629.6392",,"26868679060.1598","27854975762.413","30531244659.3625","24272484650.7705",,"33180790994.6116","33457354639.6833","31389795945.2091","32220109395.2024",,"34765563661.5891","38704179877.2868","59506356202.3096","61543714906.1062",,"78413376852.6102","82120950593.1308","89515728233.3683","103054406697.871",,"124597414496.005","124573278523.19","131786069020.454","156593498378.933",,"161372299921.063","164154166435.892","179696003478.111","96335266593.1558",,"94889708627.4703","95542357872.9693","97365110824.8469","88055150493.0966",,"93366352265.6315","98061067376.1664","99394332050.1165","95717262384.4173",,"94862876300.6652",,,,,,,,,,,,,,,,,,,,,,,,,,,
